Property_ID,BHK,Area_SqFt,Locality,Locality_Tier,Price_Lakhs,Price_Per_SqFt,Property_Type,Furnishing_Status,Construction_Status,Property_Overview,Investment_Analysis,Location_Advantages,Target_Buyers,Total_Amenities,Amenities,Nearby_Features,Selling_Points,Views_Facing,Quality_Score,Quality_Rating,Quality_Out_Of_100,Locality_Avg_Price,Locality_Character,Locality_Description,Ideal_For,Market_Position,Price_vs_Market_Percent,Investment_Recommendation,AI_Model,Analysis_Type,Batch_Number
84,4.0,4550.0,Hansol,Tier 3,300.0,6593.41,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.25,Poor,32.5,119.95,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,150.1,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
85,4.0,3230.0,Ambli,Tier 3,298.0,9226.01,Apartment,Furnished,Under Construction,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.5,Poor,35.0,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,36.77,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
86,4.0,3230.0,Ambli,Tier 3,297.0,9195.05,Apartment,Furnished,Under Construction,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.25,Poor,32.5,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,36.31,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
87,4.0,3230.0,Ambli,Tier 3,297.0,9195.05,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,36.31,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
88,4.0,1850.0,Ambli,Tier 3,295.0,15945.95,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,35.39,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
89,4.0,1850.0,Ambli,Tier 3,295.0,15945.95,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,35.39,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
90,4.0,4608.0,Science City,Tier 2,294.0,6380.21,Apartment,Furnished,Under Construction,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.25,Poor,32.5,193.84,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,51.67,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
91,4.0,2220.0,Sarkhej,Tier 3,290.0,13063.06,Apartment,Semi-Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.25,Poor,32.5,87.84,Mid-Range & Active & Comfortable,"A well-established residential locality, good market activity, moderately-sized properties","Small Families / Working Professionals, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,230.15,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
92,4.0,1827.0,Naroda,Tier 3,290.0,15873.02,Independent House,Unfurnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,73.19,Mid-Range & Active & Comfortable,"A well-established residential locality, good market activity, moderately-sized properties","Small Families / Working Professionals, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,296.23,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
93,4.0,2835.0,Nikol,Tier 2,290.0,10229.28,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.25,Poor,32.5,68.45,Mid-Range & Active & Comfortable,"A well-established residential locality, good market activity, moderately-sized properties","Small Families / Working Professionals, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,323.67,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
94,4.0,1827.0,Naroda,Tier 3,290.0,15873.02,Independent House,Unfurnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,73.19,Mid-Range & Active & Comfortable,"A well-established residential locality, good market activity, moderately-sized properties","Small Families / Working Professionals, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,296.23,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
95,4.0,2835.0,Nikol,Tier 2,290.0,10229.28,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.25,Poor,32.5,68.45,Mid-Range & Active & Comfortable,"A well-established residential locality, good market activity, moderately-sized properties","Small Families / Working Professionals, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,323.67,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
96,4.0,2200.0,Shela,Tier 2,290.0,13181.82,Apartment,Furnished,Under Construction,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.5,Poor,35.0,94.26,Mid-Range & Highly Active & Comfortable,"A well-established residential locality, high market activity, moderately-sized properties","Families, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,207.66,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
97,4.0,1827.0,Naroda,Tier 3,290.0,15873.02,Independent House,Unfurnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,73.19,Mid-Range & Active & Comfortable,"A well-established residential locality, good market activity, moderately-sized properties","Small Families / Working Professionals, Upper-Middle Class, Apartment Seekers",Above Market - Overpriced,296.23,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
98,4.0,3850.0,Ambli,Tier 3,288.0,7480.52,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,32.18,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
99,4.0,3850.0,Ambli,Tier 3,288.0,7480.52,Apartment,Furnished,Ready to Move,Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),Template-based brochure content (install HuggingFace API for AI-generated content),2,"amenities, count","nearby, count","selling_points, count","views, facing",3.0,Poor,30.0,217.89,Premium & Emerging & Spacious,"A high-end residential area, developing area, larger properties","Large Families, High-Income Buyers, Apartment Seekers",Above Market - Overpriced,32.18,AVOID - Poor Quality or Overpriced,Mixtral-8x7B-Instruct (HuggingFace),AI-Powered Comprehensive Report,1
